GS_consistency	U	e	eb1_1	eb2_1	eb3_1	eb4_1	eb5_1	eb6_1	eb7_1	eb8_1	githash	model	mu	script	tb1_1	tb2_1	tb3_1	tb4_1	tb5_1	tb6_1	tb7_1	tb8_1	time	tpd	tpp	tppp	version	Unnamed: 28
YY	11	3.1695	0.80027232	-2.1321795	-3.1531549	0.87001048	-3.1531129	0.92576892	1.024262	-3.003805	a248bdd	2x2_2C_8b_C2v_L	9.87	validity_data_2022.py	-1.4937783e-07	0.93754423	-1.5302541	5.2646053e-07	1.5302442	1.8990966e-07	5.54038e-07	-2.0668097	2024-08-14@09:07	1.9492	1	0.2373	v2.7.1	
YY	11	3.1695	0.84165141	-2.1438014	-3.1587853	0.86237792	-3.1583424	0.99686381	1.0135367	-3.0096888	a248bdd	2x2_2C_8b_C2v_L	9.88	validity_data_2022.py	-2.3575598e-05	0.93955574	-1.5312109	9.1051129e-05	1.5311171	9.2144583e-05	7.0079892e-06	-2.0673529	2024-08-14@09:08	1.9492	1	0.2373	v2.7.1	
YY	11	3.1695	0.927419	-2.1551692	-3.1651373	0.86236655	-3.1651163	1.1001268	1.0109237	-3.0156842	a248bdd	2x2_2C_8b_C2v_L	9.89	validity_data_2022.py	7.7526487e-06	0.94128703	-1.5320859	1.2046552e-07	1.5320789	-1.3405826e-05	1.2090963e-05	-2.0676975	2024-08-14@09:08	1.9492	1	0.2373	v2.7.1	
YY	11	3.1695	1.0663719	-2.1691239	-3.172405	0.87422285	-3.1724543	1.2984957	1.0591887	-3.0223506	a248bdd	2x2_2C_8b_C2v_L	9.9	validity_data_2022.py	1.0010496e-06	0.94337082	-1.5331352	1.4051615e-06	1.533145	-3.9273984e-08	-1.5776556e-06	-2.0682783	2024-08-14@09:08	1.9492	1	0.2373	v2.7.1	
YY	11	3.1695	1.2993752	-2.1848556	-3.1808701	0.92535093	-3.1808596	1.6354641	1.1946458	-3.029629	a248bdd	2x2_2C_8b_C2v_L	9.91	validity_data_2022.py	-5.8986872e-07	0.94561738	-1.5343365	-1.2665098e-07	1.5343346	1.902223e-06	-1.6141139e-07	-2.0689659	2024-08-14@09:09	1.9492	1	0.2373	v2.7.1	
YY	11	3.1695	1.6694781	-2.2023301	-3.1905777	1.0411641	-3.1905391	2.1447989	1.4210835	-3.0376589	a248bdd	2x2_2C_8b_C2v_L	9.92	validity_data_2022.py	-3.9889454e-06	0.94802274	-1.5356722	-4.2061657e-06	1.5356627	-2.7868128e-06	1.8055736e-06	-2.0697648	2024-08-14@09:09	1.9492	1	0.2373	v2.7.1	
YY	11	3.1695	2.1961517	-2.2215983	-3.2016341	1.2610545	-3.2016421	2.8633638	1.7401246	-3.0465704	a248bdd	2x2_2C_8b_C2v_L	9.93	validity_data_2022.py	3.9515992e-06	0.95060133	-1.5371466	1.9952856e-06	1.5371486	1.3252471e-06	1.4800782e-06	-2.0706885	2024-08-14@09:09	1.9492	1	0.2373	v2.7.1	
YY	11	3.1695	2.8986602	-2.2426158	-3.2142178	1.6293514	-3.2142071	3.8131558	2.1456506	-3.0564388	a248bdd	2x2_2C_8b_C2v_L	9.94	validity_data_2022.py	3.4662181e-07	0.95334961	-1.5387844	5.5154564e-07	1.5387818	1.2897786e-06	1.0020477e-06	-2.0717344	2024-08-14@09:10	1.9492	1	0.2373	v2.7.1	
YY	11	3.1695	3.7642843	-2.2652001	-3.2282412	2.1624391	-3.2282411	5.0398477	2.6992144	-3.0672764	a248bdd	2x2_2C_8b_C2v_L	9.95	validity_data_2022.py	1.7342928e-07	0.95624628	-1.5405604	-3.4592035e-08	1.5405604	3.7372717e-07	1.567578e-07	-2.0728953	2024-08-14@09:10	1.9492	1	0.2373	v2.7.1	
YY	11	3.1695	4.8382418	-2.2890488	-3.2435624	2.8403054	-3.2435521	6.5714728	3.4476021	-3.0789752	a248bdd	2x2_2C_8b_C2v_L	9.96	validity_data_2022.py	-5.2236306e-07	0.95925405	-1.5424542	-1.8376093e-06	1.542452	-2.2028456e-07	-5.1355857e-07	-2.0741467	2024-08-14@09:11	1.9492	1	0.2373	v2.7.1	
YY	11	3.1695	6.1702401	-2.3137882	-3.2598817	3.6962301	-3.2598552	8.4119367	4.403148	-3.0913459	a248bdd	2x2_2C_8b_C2v_L	9.97	validity_data_2022.py	2.8865212e-07	0.96232662	-1.5444251	-1.4902267e-06	1.5444193	-7.9730159e-06	1.4470875e-06	-2.0754567	2024-08-14@09:11	1.9492	1	0.2373	v2.7.1	
