CDMFT_iterations	CDMFT_method	E0_1	E0_2	E_kin	GS_consistency	U	U_1_ave	convergence	dist_function	e	e_2_ave	e_ave	eb1_1	eb1_1_ave	eb2_1	eb2_1_ave	eb3_1	eb3_1_ave	eb4_1	eb4_1_ave	eb5_1	eb5_1_ave	eb6_1	eb6_1_ave	eb7_1	eb7_1_ave	eb8_1	eb8_1_ave	githash	model	mu	mu_1_ave	mu_2_ave	mu_ave	n_1	n_2	script	sector_1	sector_2	tb1_1	tb1_1_ave	tb2_1	tb2_1_ave	tb3_1	tb3_1_ave	tb4_1	tb4_1_ave	tb5_1	tb5_1_ave	tb6_1	tb6_1_ave	tb7_1	tb7_1_ave	tb8_1	tb8_1_ave	time	tpd	tpd_ave	tpp	tpp_2_ave	tpp_ave	tppp	tppp_2_ave	tppp_ave	version	
4	Broyden	-87.03964245	-120.9648	3.042567127	YY	10	0.2522559263	self-energy	sharp_wc_5_b_50	2.0097	2	1.250756609	0.5578468881	0.007962914564	-4.659070473	1.959814647	-5.307308982	1.77828525	0.9733795319	0.01826051119	-5.300777068	1.778580234	0.910773742	0.0188495744	1.415418274	0.003896278929	-4.554629165	1.46947443	a248bdd	2x2_2C_8b_C2v_L	9.57	1.24121904	2	1.662320723	1.241219039972548	0.9999999999999996	new_boucle_param.py	R0:N12:S0:1	uncorrelated	0.08584300861	-0.3906035013	1.317706998	-0.4838662416	-1.968114513	1.667821356	-0.1940919284	0.4536189253	1.966900469	-1.665931309	-0.1908376347	0.4586196814	0.2931622043	-0.2138167042	-2.498978003	3.002332877	2024-11-25@07:48	2.1394	-0.6155859604	1	4.232566151e-16	-0.2047677985	0.2577	2.519582328e-16	0.08651877315	v2.7.1	
2	Broyden	-87.0017776	-120.8048	3.039225465	YY	10	0.2520154204	self-energy	sharp_wc_5_b_50	2.0097	2	1.250668327	0.5575318587	0.008007697969	-4.660767587	1.959785262	-5.30672037	1.778411186	0.9729838879	0.01893694545	-5.300238492	1.778361753	0.9107693892	0.01931417156	1.413520517	0.004016987111	-4.553220211	1.46963558	a248bdd	2x2_2C_8b_C2v_L	9.56	1.240882604	2	1.662150591	1.2408826039482626	1.0	new_boucle_param.py	R0:N12:S0:1	uncorrelated	0.08580417445	-0.3916090639	1.318749036	-0.4841311312	-1.969405499	1.667283817	-0.1969948763	0.4617165032	1.968136027	-1.667439277	-0.1927657633	0.4638039716	0.2973091799	-0.2169856504	-2.500542443	3.001758494	2024-11-25@07:56	2.1394	-0.6159409642	1	-4.878831927e-16	-0.2049642893	0.2577	1.409665018e-17	0.08659451082	v2.7.1	
CDMFT_iterations	CDMFT_method	E0_1	E0_2	E_kin	GS_consistency	U	U_1_ave	convergence	dist_function	e	e_2_ave	e_ave	eb1_1	eb1_1_ave	eb2_1	eb2_1_ave	eb3_1	eb3_1_ave	eb4_1	eb4_1_ave	eb5_1	eb5_1_ave	eb6_1	eb6_1_ave	eb7_1	eb7_1_ave	eb8_1	eb8_1_ave	githash	model	mu	mu_1_ave	mu_2_ave	mu_ave	n_1	n_2	script	sector_1	sector_2	tb1_1	tb1_1_ave	tb2_1	tb2_1_ave	tb3_1	tb3_1_ave	tb4_1	tb4_1_ave	tb5_1	tb5_1_ave	tb6_1	tb6_1_ave	tb7_1	tb7_1_ave	tb8_1	tb8_1_ave	time	tpd	tpd_ave	tpp	tpp_2_ave	tpp_ave	tppp	tppp_2_ave	tppp_ave	version	
7	Broyden	-87.16372309	-120.9648	3.034480103	YY	10	0.2519477245	self-energy	sharp_wc_5_b_50	2.0097	2	1.250530837	0.5462908481	0.009761695777	-4.715437533	1.959737035	-5.327110863	1.778770256	0.9312019155	0.01942511073	-5.297436557	1.77733922	0.8185055062	0.01982696712	1.037703317	0.003877076011	-4.545713306	1.468475372	a248bdd	2x2_2C_8b_C2v_L	9.57	1.240696817	2	1.661989933	1.2406968166197232	0.9999999999999996	new_boucle_param.py	R0:N12:S0:1	uncorrelated	0.09480523943	-0.4324727551	1.323721278	-0.4847885993	-1.970786075	1.664850085	-0.1958013479	0.4665087384	1.966180597	-1.672014242	-0.187290129	0.4659946519	0.2744610807	-0.2099723135	-2.495065648	3.004561389	2024-11-25@08:00	2.1394	-0.6163875353	1	4.232566151e-16	-0.205350597	0.2577	2.519582328e-16	0.08673510086	v2.7.1	
CDMFT_iterations	CDMFT_method	E0_1	E0_2	E_kin	GS_consistency	U	U_1_ave	convergence	dist_function	e	e_2_ave	e_ave	eb1_1	eb1_1_ave	eb2_1	eb2_1_ave	eb3_1	eb3_1_ave	eb4_1	eb4_1_ave	eb5_1	eb5_1_ave	eb6_1	eb6_1_ave	eb7_1	eb7_1_ave	eb8_1	eb8_1_ave	githash	model	mu	mu_1_ave	mu_2_ave	mu_ave	n_1	n_2	script	sector_1	sector_2	tb1_1	tb1_1_ave	tb2_1	tb2_1_ave	tb3_1	tb3_1_ave	tb4_1	tb4_1_ave	tb5_1	tb5_1_ave	tb6_1	tb6_1_ave	tb7_1	tb7_1_ave	tb8_1	tb8_1_ave	time	tpd	tpd_ave	tpp	tpp_2_ave	tpp_ave	tppp	tppp_2_ave	tppp_ave	version	
4	Broyden	-87.06003883	-120.9648	3.045080057	YY	10	0.2522311984	self-energy	sharp_wc_5_b_50	2.0097	2	1.250823941	0.5590573108	0.007660166251	-4.665510771	1.95983636	-5.300131037	1.777887913	0.973412003	0.01770616062	-5.303276342	1.779266241	0.9346113433	0.01854747316	1.461706243	0.003952204255	-4.562783439	1.470108558	a248bdd	2x2_2C_8b_C2v_L	9.57	1.241258731	2	1.6624168	1.241258730838291	0.9999999999999996	new_boucle_param.py	R0:N12:S0:1	uncorrelated	0.08428105873	-0.383180865	1.318382622	-0.4837986475	-1.96712442	1.670158423	-0.1914144991	0.4464711124	1.967289026	-1.662311648	-0.1912357812	0.4562130008	0.2975720143	-0.2156828013	-2.501011188	3.000969378	2024-11-25@08:04	2.1394	-0.6153295567	1	4.232566151e-16	-0.204596269	0.2577	2.519582328e-16	0.08644987791	v2.7.1	
2	Broyden	-86.9501985	-120.6448	3.037055181	YY	10	0.2518276806	self-energy	sharp_wc_5_b_50	2.0097	2	1.250611478	0.5574702395	0.008098757876	-4.6608982	1.959802128	-5.305691752	1.778490798	0.9729320175	0.01926150065	-5.299197419	1.778408553	0.910784313	0.01963181778	1.413341293	0.00405980915	-4.548552505	1.469699056	a248bdd	2x2_2C_8b_C2v_L	9.55	1.240636895	2	1.662037743	1.240636894880872	1.0000000000000007	new_boucle_param.py	R0:N12:S0:1	uncorrelated	0.08598330124	-0.3937465355	1.319480847	-0.4840891036	-1.97051386	1.667214508	-0.1980168583	0.465340338	1.96924734	-1.667568409	-0.1937042413	0.4672588975	0.2986477828	-0.218071033	-2.501544119	3.001601451	2024-11-25@08:04	2.1394	-0.6161716664	1	6.645856627e-16	-0.2050928825	0.2577	3.21361619e-16	0.0866448764	v2.7.1	
1	Broyden	-87.20794436	-121.1248	3.035257507	YY	10	0.2521549071	self-energy	sharp_wc_5_b_50	2.0097	2	1.250551787	0.546216242	0.009655909514	-4.71563115	1.959733776	-5.327097114	1.778504601	0.9310934554	0.0194603853	-5.298132191	1.777185662	0.8185682956	0.01973807584	1.038094795	0.003831001046	-4.547568088	1.468187207	a248bdd	2x2_2C_8b_C2v_L	9.58	1.240925846	2	1.66204365	1.2409258455542251	0.9999999999999996	new_boucle_param.py	R0:N12:S0:1	uncorrelated	0.09461015617	-0.4302202042	1.322893342	-0.4847125762	-1.969751598	1.66573719	-0.1966954008	0.4671748373	1.964914583	-1.672231543	-0.1875315648	0.4652892994	0.2730930446	-0.208842796	-2.493187273	3.005112247	2024-11-25@08:06	2.1394	-0.6163046997	1	3.76986957e-16	-0.2053066324	0.2577	2.661496637e-16	0.08671899014	v2.7.1	
1	Broyden	-87.10533933	-121.1248	3.045537696	YY	10	0.2524317214	self-energy	sharp_wc_5_b_50	2.0097	2	1.250835855	0.5589809087	0.007632624835	-4.666008626	1.959802104	-5.300701656	1.777863652	0.9732798055	0.01779416409	-5.303641345	1.778834443	0.9345779111	0.01846217084	1.461200598	0.003943408103	-4.564413842	1.46978438	a248bdd	2x2_2C_8b_C2v_L	9.58	1.241470763	2	1.662456464	1.2414707632027904	0.9999999999999996	new_boucle_param.py	R0:N12:S0:1	uncorrelated	0.08442375851	-0.3825671792	1.317592671	-0.483936029	-1.965975732	1.669561559	-0.1924109533	0.4479672306	1.966212866	-1.664138467	-0.1915990954	0.4553137227	0.2974317119	-0.2155466856	-2.499031625	3.001494455	2024-11-25@08:10	2.1394	-0.6152787017	1	3.76986957e-16	-0.2045741837	0.2577	2.661496637e-16	0.08644102617	v2.7.1	
1	Broyden	-86.91650051	-120.4848	3.034011919	YY	10	0.2515662728	self-energy	sharp_wc_5_b_50	2.0097	2	1.250534066	0.5570923711	0.008211687005	-4.662817922	1.959806741	-5.305657781	1.7786907	0.972532635	0.01966300202	-5.299122032	1.778406355	0.9108050138	0.01997293619	1.411128889	0.004136302543	-4.548840655	1.469913384	a248bdd	2x2_2C_8b_C2v_L	9.54	1.240299723	2	1.661870896	1.2402997227919077	1.0	new_boucle_param.py	R0:N12:S0:1	uncorrelated	0.08630618275	-0.3964090542	1.320474582	-0.4841321083	-1.971256729	1.666564769	-0.1994923139	0.4699515151	1.970075853	-1.66813098	-0.1949734406	0.4709658834	0.3011613571	-0.2199811847	-2.503824812	3.001170039	2024-11-25@08:11	2.1394	-0.6165029813	1	-5.529181886e-16	-0.2052601058	0.2577	-1.078873552e-16	0.08671159578	v2.7.1	
