GS_consistency	U	e	eb1_1	eb2_1	eb3_1	eb4_1	eb5_1	eb6_1	eb7_1	eb8_1	githash	model	mu	script	tb1_1	tb2_1	tb3_1	tb4_1	tb5_1	tb6_1	tb7_1	tb8_1	time	tpd	tpp	tppp	version	Unnamed: 28
YY	11	2.5348	0.79043624	-2.298036	-3.3533479	1.6479448	-3.3535558	2.9557996	-0.083112093	-3.7280466	a248bdd	2x2_2C_8b_C2v_L	9.68	validity_data_2022.py	-5.8263491e-05	0.98715449	-1.6145985	-5.576927e-05	1.6146429	6.4798488e-05	-0.21987337	-2.2799597	2024-08-13@13:32	2.0711	1	0.2056	v2.7.1	
YY	11	2.5348	0.94979096	-2.3025944	-3.3573149	1.6369768	-3.3574633	3.0189459	-0.08985164	-3.75037	a248bdd	2x2_2C_8b_C2v_L	9.69	validity_data_2022.py	-5.9837366e-05	0.98897165	-1.6157315	2.5116381e-05	1.6157674	0.00012863922	-0.22373539	-2.2833681	2024-08-13@13:32	2.0711	1	0.2056	v2.7.1	
YY	11	2.5348	1.2097104	-2.3112872	-3.3627379	1.6546052	-3.3632145	3.1426637	-0.09880858	-3.7775852	a248bdd	2x2_2C_8b_C2v_L	9.7	validity_data_2022.py	4.7617081e-05	0.99120701	-1.6170133	-2.7428373e-07	1.6171154	-2.8859457e-05	-0.22867136	-2.2877106	2024-08-13@13:32	2.0711	1	0.2056	v2.7.1	
YY	11	2.5348	1.6371574	-2.3190556	-3.3687865	1.8100599	-3.3685232	3.2311002	-0.10860889	-3.8062328	a248bdd	2x2_2C_8b_C2v_L	9.71	validity_data_2022.py	2.3105162e-05	0.9934922	-1.6184981	-2.1435473e-05	1.61844	2.9737929e-05	-0.2341212	-2.2923472	2024-08-13@13:33	2.0711	1	0.2056	v2.7.1	
YY	11	2.5348	2.1225793	-2.3313304	-3.3764518	2.1939513	-3.3765005	3.1809191	-0.12172997	-3.840224	a248bdd	2x2_2C_8b_C2v_L	9.72	validity_data_2022.py	1.1702766e-05	0.99643689	-1.6202339	1.3509609e-05	1.6202433	-1.9572658e-05	-0.24088753	-2.2980028	2024-08-13@13:33	2.0711	1	0.2056	v2.7.1	
YY	11	2.5348	2.5877791	-2.3487463	-3.3874265	2.9024807	-3.3873998	3.0328039	-0.13804766	-3.8772951	a248bdd	2x2_2C_8b_C2v_L	9.73	validity_data_2022.py	3.4182841e-06	0.99986003	-1.6223716	2.7652712e-06	1.6223637	7.4840835e-08	-0.24829995	-2.3040976	2024-08-13@13:33	2.0711	1	0.2056	v2.7.1	
YY	11	2.5348	3.1086907	-2.3740195	-3.4028922	3.9303038	-3.402854	2.8256752	-0.15807703	-3.9147463	a248bdd	2x2_2C_8b_C2v_L	9.74	validity_data_2022.py	-4.7391253e-06	1.0040487	-1.6250218	-1.5426375e-05	1.6250116	4.2744784e-06	-0.25579839	-2.3099376	2024-08-13@13:34	2.0711	1	0.2056	v2.7.1	
YY	11	2.5348	3.5095393	-2.4039755	-3.4216108	4.8108498	-3.4216604	2.8586068	-0.1788909	-3.9467556	a248bdd	2x2_2C_8b_C2v_L	9.75	validity_data_2022.py	-5.3048314e-08	1.0084149	-1.627847	-5.9504556e-06	1.6278572	6.5607798e-06	-0.26190676	-2.3143542	2024-08-13@13:34	2.0711	1	0.2056	v2.7.1	
YY	11	2.5348	3.8112045	-2.4352637	-3.4420745	5.5769485	-3.4420127	3.1905654	-0.19903047	-3.973178	a248bdd	2x2_2C_8b_C2v_L	9.76	validity_data_2022.py	2.459624e-05	1.0126547	-1.6307252	-0.00023742744	1.6307129	-6.5070161e-05	-0.26658828	-2.3174784	2024-08-13@13:35	2.0711	1	0.2056	v2.7.1	
YY	11	2.5348	4.0267544	-2.4651096	-3.4620754	6.2641894	-3.4617637	3.8684376	-0.21671994	-3.993369	a248bdd	2x2_2C_8b_C2v_L	9.77	validity_data_2022.py	-1.9701611e-05	1.0164993	-1.6333383	9.2849977e-06	1.6332804	4.8627632e-05	-0.26974452	-2.3193211	2024-08-13@13:35	2.0711	1	0.2056	v2.7.1	
