GS_consistency	U	e	eb1_1	eb2_1	eb3_1	eb4_1	eb5_1	eb6_1	eb7_1	eb8_1	githash	model	mu	script	tb1_1	tb2_1	tb3_1	tb4_1	tb5_1	tb6_1	tb7_1	tb8_1	time	tpd	tpp	tppp	version	Unnamed: 28
YY	11	2.8413	0.91388674	-2.1815477	-3.2787309	0.95320831	-3.2786718	0.9586101	0.96143321	-3.1817706	a248bdd	2x2_2C_8b_C2v_L	9.8	validity_data_2022.py	5.8135099e-06	0.95967009	-1.5754526	1.3838275e-06	1.5754401	-7.3380475e-07	1.1617786e-06	-2.1317672	2024-08-14@16:21	2.0159	1	0.2381	v2.7.1	
YY	11	2.8413	0.94037507	-2.1929435	-3.2836627	0.9861268	-3.2843073	1.042594	0.95766255	-3.1872977	a248bdd	2x2_2C_8b_C2v_L	9.81	validity_data_2022.py	-2.1532919e-05	0.96169885	-1.5763215	6.2646933e-06	1.5764671	1.7829318e-05	1.9918529e-05	-2.1322547	2024-08-14@16:22	2.0159	1	0.2381	v2.7.1	
YY	11	2.8413	1.0240887	-2.2038693	-3.2900241	0.98997713	-3.2900032	1.13464	1.0696167	-3.1931541	a248bdd	2x2_2C_8b_C2v_L	9.82	validity_data_2022.py	-7.3425331e-06	0.96341666	-1.5772568	-9.3712151e-06	1.5772505	9.3402267e-06	1.4259412e-06	-2.1326208	2024-08-14@16:22	2.0159	1	0.2381	v2.7.1	
YY	11	2.8413	1.281503	-2.2173757	-3.2969054	0.90947652	-3.2969186	1.3307038	1.3648852	-3.1994374	a248bdd	2x2_2C_8b_C2v_L	9.83	validity_data_2022.py	-1.4618457e-07	0.9654848	-1.5783023	5.3617285e-08	1.5783056	-1.2554289e-08	2.949343e-08	-2.133161	2024-08-14@16:23	2.0159	1	0.2381	v2.7.1	
YY	11	2.8413	1.7026166	-2.2325683	-3.3048371	0.73519732	-3.3048457	1.6951848	1.8886183	-3.2062988	a248bdd	2x2_2C_8b_C2v_L	9.84	validity_data_2022.py	-4.2925281e-07	0.96770646	-1.5794807	1.1939029e-06	1.5794814	1.3865758e-06	5.3359506e-07	-2.1338124	2024-08-14@16:23	2.0159	1	0.2381	v2.7.1	
YY	11	2.8413	2.3252333	-2.2494245	-3.3139179	0.46819013	-3.3138784	2.2741665	2.6566947	-3.213849	a248bdd	2x2_2C_8b_C2v_L	9.85	validity_data_2022.py	-8.6717072e-07	0.97008048	-1.5807867	2.9139116e-06	1.5807778	6.0873151e-06	4.8394637e-06	-2.1345751	2024-08-14@16:23	2.0159	1	0.2381	v2.7.1	
YY	11	2.8413	-2.5545534	19.463478	-3.4603802	7.8662886	0.6046154	-3.4607498	-3.8893415	-0.29486035	a248bdd	2x2_2C_8b_C2v_L	9.88	validity_data_2022.py	1.0156643	-1.0230099e-05	-1.6086095	-0.00016054083	-8.1750281e-06	-1.6086857	-2.2620684	0.27550004	2024-08-14@16:25	2.0159	1	0.2381	v2.7.1	
YY	11	2.8413	-2.675487	66.516746	-3.8065569	-0.19458642	-3.8103018	0.01243838	-3.3279301	0.032595543	a248bdd	2x2_2C_8b_C2v_L	9.89	validity_data_2022.py	1.0098533	0.0070349526	-1.6087138	-0.19496877	1.6329177	0.14149768	2.1300117	-0.17698431	2024-08-14@16:26	2.0159	1	0.2381	v2.7.1	
YY	11	2.8413	0.034517153	-1.9536651	-2.799285	0.30382428	-2.7985411	0.30390076	0.37961198	-2.2965778	a248bdd	2x2_2C_8b_C2v_L	8.0	validity_data_2022.py	0.16046553	0.96214852	-1.6322936	-0.29507874	1.6319909	0.29509801	-0.42777508	-2.1998895	2024-08-14@16:27	2.0159	1	0.2381	v2.7.1	
YY	11	2.8413	0.034304756	-1.9571512	-2.8043449	0.30379983	-2.8041196	0.30383979	0.37813259	-2.3032887	a248bdd	2x2_2C_8b_C2v_L	8.01	validity_data_2022.py	0.16012968	0.96218411	-1.6321359	-0.29483553	1.6320559	0.2948351	-0.42679142	-2.1995668	2024-08-14@16:27	2.0159	1	0.2381	v2.7.1	
