model	E_kin	U	e	eb1_1	eb2_1	eb3_1	eb4_1	eb5_1	eb6_1	eb7_1	eb8_1	mu	tb1_1	tb2_1	tb3_1	tb4_1	tb5_1	tb6_1	tb7_1	tb8_1	ave_e	ave_mu	ave_U_1	ave_eb1_1	ave_eb2_1	ave_eb3_1	ave_eb4_1	ave_eb5_1	ave_eb6_1	ave_eb7_1	ave_eb8_1	ave_mu_1	ave_tb1_1	ave_tb2_1	ave_tb3_1	ave_tb4_1	ave_tb5_1	ave_tb6_1	ave_tb7_1	ave_tb8_1	var_U_1	var_eb1_1	var_eb2_1	var_eb3_1	var_eb4_1	var_eb5_1	var_eb6_1	var_eb7_1	var_eb8_1	var_mu_1	var_tb1_1	var_tb2_1	var_tb3_1	var_tb4_1	var_tb5_1	var_tb6_1	var_tb7_1	var_tb8_1	E0_1	sector_1	E0_2	sector_2	githash	version	iterations	dist_function	distance	diff_hybrid	time
2x2_2C_8b_C2v_L	28	12	7	0.092118384	-2.1957602	-2.7381036	0.24894062	-2.7380656	0.24893761	0.29628046	-2.7779187	11.6	-0.0041921388	0.024074753	-0.025964753	0.0093092429	0.025964491	-0.0093093091	0.013099567	-0.040230486	1.3333333	1.6667616	0.00038285723	5.2151306e-07	1.9996575	1.9997279	2.5264862e-06	1.9997279	2.5265239e-06	4.9106985e-06	1.9993608	1.000381	0.0028761529	-0.074178338	0.066128355	-0.0063153934	-0.066128487	0.0063154402	-0.0088320944	0.10122769	9.5679268e-05	5.2151299e-07	0.00034107422	0.00027059519	2.5264847e-06	0.00027059628	2.5265223e-06	4.9106925e-06	0.00063764543	9.560286e-05	4.0005753	3.9994301	3.9976447	4.0023627	3.9976446	4.0023628	4.0007954	3.9992085	-67.304466	R0:N12:S0:1	-36.8	uncorrelated	b7fd39a	v1.0.3	1	sharp_wc_2.0_b_50	 1.41e-05	 1.94e+00	2022-07-04@15:21
2x2_2C_8b_C2v_L	25.555556	11.388889	6.3888889	0.092118384	-2.1957602	-2.7381036	0.24894062	-2.7380656	0.24893761	0.29628046	-2.7779187	11.386667	-0.0041921388	0.024074753	-0.025964753	0.0093092429	0.025964491	-0.0093093091	0.013099567	-0.040230486	1.3333333	1.6667893	0.00050831346	5.4290631e-07	1.9995209	1.999642	2.6338182e-06	1.999642	2.6338574e-06	5.106018e-06	1.9991637	1.0005059	0.0029316996	-0.087591851	0.075702343	-0.0064390867	-0.075702627	0.0064391343	-0.0089993774	0.11569189	0.00012701737	5.4290624e-07	0.00047854753	0.00035739962	2.6338165e-06	0.00035740231	2.6338556e-06	5.1060114e-06	0.00083561011	0.0001274216	4.0007926	3.9992088	3.996888	4.0031168	3.996888	4.0031168	4.0010684	3.9989305	-66.451837	R0:N12:S0:1	-39.982222	uncorrelated	b7fd39a	v1.0.3	0	sharp_wc_2.0_b_50	 1.41e-05	 1.00e+06	2022-07-04@15:21
2x2_2C_8b_C2v_L	23.111111	10.777778	5.7777778	0.092118384	-2.1957602	-2.7381036	0.24894062	-2.7380656	0.24893761	0.29628046	-2.7779187	11.173333	-0.0041921388	0.024074753	-0.025964753	0.0093092429	0.025964491	-0.0093093091	0.013099567	-0.040230486	1.3333333	1.9996229	0.00070851913	5.6665671e-07	1.9992849	1.9995095	2.7555565e-06	1.9995095	2.7555975e-06	5.3201742e-06	1.9988605	1.0007056	0.0029905897	-0.10692382	0.088510351	-0.0065719659	-0.088510892	0.0065720145	-0.0091760603	0.13497421	0.00017701332	5.6665663e-07	0.00071532869	0.00049078306	2.7555546e-06	0.00049078905	2.7555957e-06	5.320167e-06	0.0011394743	0.000177868	4.0011578	3.9988392	3.9956805	4.0043233	3.9956804	4.0043233	4.0014852	3.9985075	-65.599461	R0:N12:S0:1	-43.164444	uncorrelated	b7fd39a	v1.0.3	0	sharp_wc_2.0_b_50	 1.41e-05	 1.00e+06	2022-07-04@15:22
2x2_2C_8b_C2v_L	20.666667	10.166667	5.1666667	0.092118384	-2.1957602	-2.7381036	0.24894062	-2.7380656	0.24893761	0.29628046	-2.7779187	10.96	-0.0041921388	0.024074753	-0.025964753	0.0093092429	0.025964491	-0.0093093091	0.013099567	-0.040230486	1.3333333	1.999866	0.0010594328	5.9418498e-07	1.9988228	1.9992896	2.9017622e-06	1.9992896	2.9018057e-06	5.5615749e-06	1.9983594	1.0010565	0.0030543389	-0.13719607	0.10651555	-0.0067193296	-0.10651655	0.0067193793	-0.0093654154	0.16196072	0.00026460444	5.9418489e-07	0.001176915	0.00071037557	2.9017601e-06	0.00071038895	2.9018036e-06	5.5615671e-06	0.0016400117	0.000265375	4.0018424	3.9981518	3.9935522	4.0064582	3.9935522	4.0064582	4.0021455	3.9978413	-64.747508	R0:N12:S0:1	-46.346667	uncorrelated	b7fd39a	v1.0.3	0	sharp_wc_2.0_b_50	 1.41e-05	 1.00e+06	2022-07-04@15:22
2x2_2C_8b_C2v_L	18.222222	9.5555556	4.5555556	0.092118384	-2.1957602	-2.7381036	0.24894062	-2.7380656	0.24893761	0.29628046	-2.7779187	10.746667	-0.0041921388	0.024074753	-0.025964753	0.0093092429	0.025964491	-0.0093093091	0.013099567	-0.040230486	1.3333333	1.9999353	0.0017729725	6.2951598e-07	1.9977097	1.9988804	3.1010408e-06	1.9988804	3.1010882e-06	5.8492264e-06	1.9974369	1.00177	0.0031271491	-0.19134133	0.13365225	-0.0068960086	-0.13365417	0.0068960601	-0.0095745696	0.20241842	0.00044256129	6.2951588e-07	0.0022889987	0.0011192527	3.1010385e-06	0.0011192849	3.1010859e-06	5.8492176e-06	0.0025614402	0.00044330874	4.0033626	3.9966145	3.9891373	4.0108919	3.9891372	4.010892	4.0031736	3.9967931	-63.896355	R0:N12:S0:1	-49.528889	uncorrelated	b7fd39a	v1.0.3	0	sharp_wc_2.0_b_50	 1.41e-05	 1.00e+06	2022-07-04@15:22
2x2_2C_8b_C2v_L	15.777778	8.9444444	3.9444444	0.092118384	-2.1957602	-2.7381036	0.24894062	-2.7380656	0.24893761	0.29628046	-2.7779187	10.533333	-0.0041921388	0.024074753	-0.025964753	0.0093092429	0.025964491	-0.0093093091	0.013099567	-0.040230486	1.3333333	1.9999638	0.0037076573	6.9024557e-07	1.9937531	1.9979854	3.4773805e-06	1.9979853	3.4774358e-06	6.2359538e-06	1.9954442	1.0037045	0.0032270367	-0.31581746	0.17900036	-0.0071651555	-0.17900443	0.0071652102	-0.0098214885	0.26983892	0.00092412867	6.9024543e-07	0.0062370258	0.0020135883	3.4773775e-06	0.0020136801	3.4774328e-06	6.2359436e-06	0.0045505566	0.00092490515	4.0081264	3.9916784	3.9765523	4.0235665	3.9765521	4.0235667	4.0040138	3.9958571	-63.047083	R0:N12:S0:1	-52.711111	uncorrelated	b7fd39a	v1.0.3	0	sharp_wc_2.0_b_50	 1.41e-05	 1.00e+06	2022-07-04@15:23
2x2_2C_8b_C2v_L	13.333333	8.3333333	3.3333333	0.092118384	-2.1957602	-2.7381036	0.24894062	-2.7380656	0.24893761	0.29628046	-2.7779187	10.32	-0.0041921388	0.024074753	-0.025964753	0.0093092429	0.025964491	-0.0093093091	0.013099567	-0.040230486	1.3333333	1.9999781	0.0174071	1.0315424e-06	1.9497307	1.995485	5.7430683e-06	1.9954846	5.7431248e-06	6.9047153e-06	1.9896658	1.0174037	0.0036102129	-0.89073657	0.26453421	-0.0083788015	-0.26454488	0.0083788486	-0.010113351	0.40790315	0.0042868354	1.031542e-06	0.049558661	0.0045103124	5.7430583e-06	0.0045106735	5.7431148e-06	6.9047034e-06	0.010306375	0.0042876031	4.0539256	3.9321741	3.8766094	4.1249939	3.8766114	4.1249919	3.9745528	4.0237307	-62.205959	R0:N12:S0:1	-55.893333	uncorrelated	b7fd39a	v1.0.3	0	sharp_wc_2.0_b_50	 1.41e-05	 1.00e+06	2022-07-04@15:24
2x2_2C_8b_C2v_L	10.888889	7.7222222	2.7222222	0.092118384	-2.1957602	-2.7381036	0.24894062	-2.7380656	0.24893761	0.29628046	-2.7779187	10.106667	-0.0041921388	0.024074753	-0.025964753	0.0093092429	0.025964491	-0.0093093091	0.013099567	-0.040230486	1.3333333	1.9999916	0.49595247	1.6433437e-05	0.081714363	1.9945586	6.1647926e-05	1.9945564	6.1646161e-05	1.4122667e-05	1.9452339	1.4959457	0.020782306	-1.3707791	0.15706688	-0.037729258	-0.15711254	0.037728	-0.009793993	1.0948072	0.0088049972	1.6433269e-05	0.077430734	0.0055163475	6.1645782e-05	0.0055184943	6.1644017e-05	1.4122949e-05	0.053830452	0.0088067731	7.6946957	6.8121189	1.2213234	6.8582149	1.2215705	6.8579945	2.5232041	5.3277484	-61.748424	R0:N12:S0:1	-59.075556	uncorrelated	b7fd39a	v1.0.3	0	sharp_wc_2.0_b_50	 1.41e-05	 1.00e+06	2022-07-04@15:24
2x2_2C_8b_C2v_L	8.4444444	7.1111111	2.1111111	0.092118384	-2.1957602	-2.7381036	0.24894062	-2.7380656	0.24893761	0.29628046	-2.7779187	9.8933333	-0.0041921388	0.024074753	-0.025964753	0.0093092429	0.025964491	-0.0093093091	0.013099567	-0.040230486	1.3333333	1.9999975	0.78630416	1.5127973e-05	0.011480994	1.7668814	6.2748288e-05	1.7609336	6.263837e-05	8.6032501e-05	1.3152771	1.7863001	0.021341739	-0.57605242	0.68751593	-0.042151064	-0.70384092	0.042081088	-0.042592121	2.5239635	0.031808722	1.5127833e-05	0.01139632	0.3358812	6.2745943e-05	0.34313855	6.2636034e-05	8.6028771e-05	0.5779024	0.031810791	7.9473751	7.8004373	2.2994724	7.4863211	2.3424246	7.4751821	5.6698624	3.7256259	-61.815171	R0:N12:S0:1	-62.257778	uncorrelated	b7fd39a	v1.0.3	0	sharp_wc_2.0_b_50	 1.41e-05	 1.00e+06	2022-07-04@15:25
2x2_2C_8b_C2v_L	6	6.5	1.5	0.092118384	-2.1957602	-2.7381036	0.24894062	-2.7380656	0.24893761	0.29628046	-2.7779187	9.68	-0.0041921388	0.024074753	-0.025964753	0.0093092429	0.025964491	-0.0093093091	0.013099567	-0.040230486	1.3333333	1.9999999	0.99217083	1.3026208e-05	0.0047179286	1.7428373	5.8628725e-05	0.28352088	5.7876287e-05	0.00011332719	1.9999987	1.9921706	0.020376588	-0.38759121	0.1200988	-0.043237099	-0.79163009	0.042754953	-0.060152715	2.1082329e-05	0.001930945	1.3026108e-05	0.0047041712	0.44476353	5.8626689e-05	0.46405154	5.7874311e-05	0.00011331959	2.2806213e-06	0.0019311199	7.9809126	7.9175996	1.0925167	7.9849429	6.6681102	7.9077134	7.998032	0.00052716104	-62.48958	R0:N12:S0:1	-65.44	uncorrelated	b7fd39a	v1.0.3	0	sharp_wc_2.0_b_50	 1.41e-05	 1.00e+06	2022-07-04@15:26
